id,dominant,brightness,unique_color,cornerP,edgeP
4395011-OEJUHTOF-6.jpg,whites,136.8469835831549,11247,3.38,19.64
2312779-RRCXNIKW-6.jpg,whites,115.27402183039463,10245,0.86,7.52
3121256-ZSWKZGSZ-6.jpg,whites,175.33662639821029,13756,0.13,3.79
930692-6.jpg,whites,123.87026494146642,11136,0.72,4.06
1169703-6.jpg,whites,116.73944671201814,8659,0.34,4.97
4353589-XSPERUWN-6.jpg,whites,144.79737541091387,12846,1.22,10.04
932578-6.jpg,whites,140.10377367773677,9181,0.84,5.9
2188425-RTFZYTYC-6.jpg,whites,95.76170419426049,14330,0.6,6.32
3966465-UTRNARAM-6.jpg,whites,104.73985777777777,9654,2.04,17.94
1696642-OGIQBLQV-6.jpg,whites,157.7130430107527,9857,0.27,1.68
2018194-TXNZMWKQ-6.jpg,whites,180.0629019607843,4207,7.81,10.18
963923-6.jpg,whites,130.08090154211152,10771,0.68,12.65
2630164-GTOCJLPK-6.jpg,whites,94.3613112033195,8650,0.07,0.19
4042381-IEVDEENJ-6.jpg,whites,153.4021263289556,10642,0.67,9.06
4185383-XLWUOBHN-6.jpg,whites,133.99569540229885,14750,0.23,5.63
1872392-VJTDNYGV-6.jpg,whites,91.21476616915423,8775,0.22,0.34
914032-UTOIPZSY-6.jpg,whites,153.02023111111112,11325,0.09,0.89
2159352-HQVHPRZL-6.jpg,whites,126.1500055401662,13446,1.06,13.66
3668051-MAQWILTK-6.jpg,whites,153.69541162514827,15346,0.48,24.56
2383112-FOSWVSOY-6.jpg,whites,110.25033244444444,4435,2.29,7.49
1403260-WNIHMQKT-6.jpg,whites,114.82345213137665,10300,0.15,3.0
4149723-MOQFGXJI-6.jpg,whites,152.24315658914728,15592,3.63,22.82
949399-QMOVPLVR-6.jpg,whites,127.96978403755868,15946,2.81,21.59
2279338-UGFEHRBW-6.jpg,whites,139.25527272727274,9599,0.12,2.4
2954318-IEXCOQDG-6.jpg,whites,193.75737198067634,11372,1.16,12.08
4410743-HFGVMDWX-6.jpg,whites,112.78216888888889,8968,1.26,10.29
1682324-ZZXLDVFX-6.jpg,whites,108.08895283772982,13707,0.75,8.43
964010-6.jpg,whites,151.96223404255318,14370,0.86,15.5
2583028-QWZKBRPB-6.jpg,whites,102.44200382409178,12917,0.32,0.41
3285535-LMYGECEK-6.jpg,whites,97.71073110285006,14680,1.28,8.6
795255-6.jpg,whites,75.8788786049631,12190,0.16,0.57
1835449-JJZVPZGB-6.jpg,whites,104.33070933333333,11951,0.61,4.03
894973-6.jpg,whites,121.72270222222222,5827,0.27,3.01
924833-6.jpg,whites,167.42331255901794,12155,0.39,5.99
2382333-FMHIPWQO-6.jpg,whites,160.26921379310346,14981,1.45,18.27
3711975-KNQFTNHR-6.jpg,whites,171.4743852242744,13921,0.79,14.48
972259-DCEDVARN-6.jpg,whites,140.60864840182649,12923,1.08,4.73
1374486-HMBOKDKJ-6.jpg,whites,121.8814675925926,13594,0.67,8.9
828917-6.jpg,whites,106.39908148148149,9522,0.49,10.04
937279-6.jpg,whites,79.71534121355398,7352,0.14,3.88
4240845-YLZYGDYH-6.jpg,whites,151.74223738450604,5488,0.52,4.66
1121316-ERQVSTHN-6.jpg,whites,152.63250427350428,11456,1.37,7.13
2874655-BWYFIOVK-6.jpg,whites,116.04419047619048,15303,0.63,9.15
3756939-QQGYBCGQ-6.jpg,whites,98.07676854334227,15708,3.36,21.17
1825224-RFWBRITY-6.jpg,whites,127.42696296296296,6655,0.39,3.54
4063405-PBLSRBCD-6.jpg,whites,203.70139837398375,6728,1.09,6.35
4557657-JMHUXAKZ-6.jpg,whites,64.31367441860465,7559,0.3,5.34
963324-6.jpg,whites,118.7330036900369,12418,2.54,8.74
2192247-ALRUPZMP-6.jpg,whites,154.91888194444445,12111,1.06,3.33
1776617-UHJMAKWK-6.jpg,whites,47.872021333333336,9362,0.98,6.86
706016-LMTNDYGJ-6.jpg,whites,183.11563729246487,7198,0.07,3.99
2685237-UXRCGDSY-6.jpg,whites,162.07779733333334,8059,0.94,6.51
1284757-JUCAIKMP-6.jpg,whites,172.0424248888889,5504,1.35,5.85
3219309-UPGKTIOE-6.jpg,whites,150.8368713910761,15390,3.54,28.27
927756-6.jpg,whites,124.21915006640106,14098,1.02,14.07
4211877-WUISVTYC-6.jpg,whites,164.83678298936834,11436,1.08,13.07
2752017-NRSCDLFU-6.jpg,whites,163.94039383155396,12847,0.39,8.43
2940825-SVYTFONG-6.jpg,whites,81.7260570734669,13181,0.26,9.67
1059157-6.jpg,whites,125.72403527336861,14585,2.06,15.32
979753-6.jpg,whites,119.88081094527364,13903,0.54,5.59
4489669-IPAOCEIA-6.jpg,whites,113.11551931330472,11764,0.66,7.84
1830694-BWGKJUXI-6.jpg,whites,211.6476626506024,10209,0.14,5.8
2661633-DZRFWUSZ-6.jpg,whites,71.67693072824156,14042,3.8,18.68
3075719-YXWTEVFL-6.jpg,whites,116.09501604278074,16092,2.36,22.78
928802-6.jpg,whites,169.18225605536333,15574,0.38,13.46
4227183-RUEJYZIS-6.jpg,whites,119.82739138082674,13731,0.11,6.8
2725058-LOSNVVZP-6.jpg,whites,208.18375193798448,8557,0.41,8.04
2978308-ASUFCTNL-6.jpg,whites,99.63455855855855,11681,1.45,8.3
1810549-SVWBELAQ-6.jpg,whites,128.06584340044742,12922,0.22,4.87
979633-6.jpg,whites,148.92116129032257,10216,0.82,5.0
4366985-HAQJLMYA-6.jpg,whites,118.64471631205674,10554,0.83,5.6
2824446-YDBCBBLT-6.jpg,whites,168.94876470588235,11274,0.22,8.95
3618689-FJRMQDMZ-6.jpg,whites,69.38283433133732,5642,0.6,9.06
1863575-UGKISOYC-6.jpg,whites,162.1476032039433,6880,0.17,1.21
3081291-MMUVYFNP-6.jpg,whites,190.00558262511802,6732,0.13,3.21
921562-RVLLHJLU-6.jpg,whites,178.44245373891002,14446,1.05,14.58
2080365-PDGQVYCA-6.jpg,whites,165.86149389179755,13013,0.32,2.56
4085227-ZOMHIHTC-6.jpg,whites,87.1935632183908,13723,0.97,17.83
1631318-6.jpg,whites,172.2167032967033,9012,0.15,2.42
3033051-JAAXRGRB-6.jpg,whites,108.3669605734767,15358,0.58,7.83
970228-XMPWBRNS-6.jpg,whites,120.35492335115865,11987,0.67,10.72
2469367-AKERMZCQ-6.jpg,whites,104.57039262187088,12467,0.71,1.85
4392621-FPIMPUGO-6.jpg,whites,137.98185496648384,13651,0.66,8.01
1065510-6.jpg,whites,139.345952,14261,0.53,11.05
977764-6.jpg,whites,107.38123749119097,14755,2.74,20.53
2978479-PZQRDUBO-6.jpg,whites,116.35614577777778,16063,0.93,19.76
2711304-ROLWWYJS-6.jpg,whites,106.35093333333333,15881,1.18,17.72
1760873-UZFXLGAT-6.jpg,whites,130.16375466666668,11733,1.04,14.37
4375835-PFJOXUOG-6.jpg,whites,105.1087231638418,15302,3.38,20.89
2733959-IFFRVLVH-6.jpg,whites,128.69346133333335,6443,0.52,2.95
922108-DOYVUQTB-6.jpg,whites,117.93667861409797,11572,0.22,1.73
968755-6.jpg,whites,125.91530470347648,2761,0.12,0.34
4020025-PZOSUXYB-6.jpg,whites,95.59689510489511,15689,1.07,10.28
1768398-BKHATNTZ-6.jpg,whites,194.41825,12739,0.13,4.17
4557897-6.jpg,whites,163.36086111111112,15991,3.1,25.03
2426718-JMZZTFQZ-6.jpg,whites,133.51503546099292,12962,0.93,10.48
962727-6.jpg,whites,171.73564145658264,10543,0.54,7.99
3100594-VPQEXKUJ-6.jpg,whites,160.58363725490196,11661,0.52,4.47
1634343-PGFKMZIO-6.jpg,whites,61.592923884514434,7117,0.32,2.25
4377047-VKIYFHSA-6.jpg,whites,98.62666079295154,14705,0.43,4.95
2701067-XDTWHRDX-6.jpg,whites,117.79593273986153,15092,1.22,15.44
950468-6.jpg,whites,110.42244549763033,12081,0.65,11.42
1851339-FVTVUHDD-6.jpg,whites,96.5584074074074,12454,0.86,7.02
3502775-KEGINTPC-6.jpg,whites,166.13555555555556,14722,0.37,7.07
4122683-TUKZEEFZ-6.jpg,whites,149.0709106984969,10952,0.12,4.82
2607883-BJYCMKYG-6.jpg,whites,146.12839857651247,13007,1.91,11.69
953299-6.jpg,whites,152.3721255605381,11595,0.08,3.02
3196031-BIKYMDTF-6.jpg,whites,144.17463483642794,11501,0.38,2.23
1803504-PLJDYXOA-6.jpg,whites,169.6046073674753,13651,0.86,8.74
3054273-KVFDQPRU-6.jpg,whites,235.2333864013267,1196,0.06,2.45
2096209-GMMXUTED-6.jpg,whites,133.16045564892624,13811,0.36,9.95
4312933-UJMDGWLC-6.jpg,whites,133.07027027027027,16079,1.52,20.8
937801-RMKEHDAY-6.jpg,whites,62.46760533333333,11958,1.3,16.92
4129445-ZLCRVWFA-6.jpg,whites,93.6832340425532,4761,0.34,1.93
1880103-AVELWJXO-6.jpg,whites,158.81379733333333,13657,0.69,10.12
972893-6.jpg,whites,211.5268034188034,5469,0.32,5.46
2668558-CKELRYTQ-6.jpg,whites,89.18972785388128,10495,0.31,4.77
318126-TEEWJSWT-6.jpg,whites,156.41082291666666,15497,0.44,9.62
4426305-UXEQYAUF-6.jpg,whites,113.5753945945946,11417,0.41,6.3
2929966-EBERWYWR-6.jpg,whites,171.97621039755353,9234,0.27,6.27
1805128-GYGPNLAQ-6.jpg,whites,159.16377304964539,13261,0.11,3.68
924782-6.jpg,whites,171.13245025417575,11330,1.99,11.28
2830647-OTCMJIFZ-6.jpg,whites,100.59830115830115,13906,0.47,10.77
2086624-EDXGVNVF-6.jpg,whites,147.61585388127853,7898,0.37,2.88
4398537-RQEYVNPJ-6.jpg,whites,148.65227397260273,16011,6.97,27.96
904561-6.jpg,whites,163.51586838340486,12236,3.24,15.55
1473109-FJSUZGVV-6.jpg,whites,150.64617142857142,14709,1.8,17.26
3983923-CEHPFJUM-6.jpg,whites,107.2925632798574,14903,0.98,8.06
2941323-PQDJVKDT-6.jpg,whites,204.71177955555555,1428,0.02,0.65
4088745-EBGDOVDQ-6.jpg,whites,25.42903873015873,6543,0.03,2.31
2845896-HSJRJVDP-6.jpg,whites,90.14981882145999,15247,0.82,7.38
3191429-YXKHBENV-6.jpg,whites,136.75959051186018,7068,4.76,18.21
978260-6.jpg,whites,134.35298133333333,15361,1.71,18.21
1043509-URGHTFGS-6.jpg,whites,151.323812041116,14032,1.14,19.19
2156241-GREOOILI-6.jpg,whites,120.69216888888889,8792,0.15,6.95
792589-MVBBWZJQ-6.jpg,whites,124.26152,15000,1.24,13.86
3058709-NODASZQY-6.jpg,whites,134.2539860529986,11259,0.01,1.03
2733836-NVMXEKQH-6.jpg,whites,165.5584670231729,10925,1.18,1.9
1671046-RIJIMFRW-6.jpg,whites,132.20200134138162,15573,0.54,7.6
905890-EIGLVEOS-6.jpg,whites,136.3693169877408,15812,0.28,4.32
4174041-QAEKGREZ-6.jpg,whites,98.70332908704883,14986,0.37,8.06
315051-6.jpg,whites,120.08391967871486,13345,0.15,8.01
2432002-XPUVFVCU-6.jpg,whites,89.65332863021752,8679,4.65,25.35
4327169-ZZWWKUEL-6.jpg,whites,185.73285084306096,6962,0.87,6.07
914507-IDMKBSOC-6.jpg,whites,105.82712299465241,12564,0.54,4.05
2364979-DNWHLHRL-6.jpg,whites,69.62211594202898,7197,2.01,16.78
1505715-6.jpg,whites,92.58685154061625,14074,0.3,6.54
3339913-QYBDAJSB-6.jpg,whites,181.66011444921315,9432,0.38,7.72
696012-ZSOTZGEZ-6.jpg,whites,213.3490641025641,5679,0.79,2.97
2153077-YPBCPPLV-6.jpg,whites,129.18479411764707,14595,2.43,19.03
955174-FPAWYOJI-6.jpg,whites,146.9283851851852,15923,1.3,16.97
893707-HRPDFLRT-6.jpg,whites,146.81090117252933,12442,0.65,4.78
3678033-EEANGMYT-6.jpg,whites,144.9576495152871,15262,1.17,8.91
